time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
0.01,floor,spray_bottle,20,0.00053392037552,-0.00541101060773,-0.000529322692021,0.0287958826172,0.0287958826172,-0.979010244546,-0.0365351205426,-0.0310476734281,7.08341576635,3.687722349e-06,1.045645805e-06,0.00037403739076
0.02,floor,spray_bottle,20,0.000512472883546,-0.00541150492928,-0.000496665960441,0.0280415700114,0.0280415700114,-0.980452269252,-0.0455897510729,0.0103386236217,7.07114533603,2.20750671784e-06,5.12133212952e-06,-0.000134555216039
0.03,floor,spray_bottle,20,0.000164400381656,-0.00515211465905,-0.000468413293817,0.027333435016,0.027333435016,-0.981713824438,-0.00528806955404,-0.00480082877456,7.09032614256,8.60765953112e-07,2.52409063031e-06,6.01505794908e-05
0.04,floor,spray_bottle,20,0.000163556107962,-0.005152756898,-0.000438237870504,0.0266724647719,0.0266724647719,-0.982820104296,-0.00551390326588,-0.00289192678475,7.09137639486,5.74624627797e-07,2.88735653247e-06,3.54830915496e-05
0.05,floor,spray_bottle,20,4.42381558339e-05,-0.00512162547804,-0.000412917063361,0.026059527625,0.0260595276251,-0.983790561403,-0.00531189810107,-0.00275091263631,7.09257059252,3.47384323612e-07,3.17089378359e-06,3.38726796255e-05
0.06,floor,spray_bottle,20,-0.000417073816483,-0.00516630095832,-0.000386627695753,0.0254887819849,0.0254887819849,-0.98465031004,0.018250887627,0.00526352048861,7.09313267869,4.77008106334e-07,3.06590534185e-06,-5.88382644081e-05
0.07,floor,spray_bottle,20,-0.000724922239422,-0.00505467907075,-0.000361683809853,0.0249531369246,0.0249531369247,-0.985421489455,0.0175833043971,0.00550878071692,7.09418841614,6.29551775821e-07,2.44592151995e-06,-6.26763359842e-05
0.08,floor,spray_bottle,20,-0.000471434842808,-0.00514579758516,-0.000338020875331,0.0244513904223,0.0244513904223,-0.986114526341,0.0170523164276,0.00537411997316,7.09523110586,8.26278216487e-07,1.69572733259e-06,-6.19226473686e-05
0.09,floor,spray_bottle,20,-0.000471963151302,-0.00514622158467,-0.000314483500295,0.0239813140415,0.0239813140415,-0.986739531212,0.0165316600574,0.0052362918006,7.09622002838,1.06083488782e-06,7.48004106751e-07,-6.07994569179e-05
0.1,floor,spray_bottle,20,-0.00449494421749,-0.00395201983774,-0.000302215355361,0.00296970201313,0.00296970201312,-0.999823305189,0.00479414352858,-0.0284878063554,7.09516399634,-1.59675660343e-07,8.36253107327e-07,0.000366483179759
0.11,floor,spray_bottle,20,0.000405359547931,-0.00535134748623,-0.000286711400008,0.00290635156815,0.00290635156814,-0.999830776044,0.0147253250775,-0.0509454206508,7.09320497893,1.76366553174e-07,8.56377205295e-07,0.000647136301198
0.12,floor,spray_bottle,20,-0.00311932569576,-0.00584425726787,-0.000274816887048,0.0222238093391,0.0222238093391,-0.988887074934,0.0227070644472,0.0608053325812,7.09668089183,3.44396781119e-05,1.28369372428e-05,-0.000745328789176
0.13,floor,spray_bottle,20,-0.00311976130903,-0.00584441856752,-0.000253948897683,0.0218320834513,0.0218320834513,-0.989328364628,0.0357173039973,0.0167224237877,7.09724407133,3.43274081969e-05,1.19926469632e-05,-0.000189050807968
0.14,floor,spray_bottle,20,-0.00145047293485,-0.00531676901169,-0.00024765559151,0.0214580634011,0.021458063401,-0.989737929364,-0.00934529996406,0.0777809272153,7.20002707505,9.43170436042e-06,2.77229043022e-06,-0.000976700903713
0.15,floor,spray_bottle,20,0.000354856476422,-0.00500428199479,-0.000233098893214,0.0211032976369,0.0211032976369,-0.990116102225,-0.0511031902509,-0.0241347503299,7.12694994832,9.98253496046e-06,8.58597210371e-07,0.0003259868623
0.16,floor,spray_bottle,20,0.00447127520734,-0.00438937837321,-0.000214457277135,0.0207824233132,0.0207824233132,-0.990449743664,-0.0734087090101,-0.0368650421007,7.13350817771,1.39226117279e-06,2.73569662681e-07,0.000497198576856
0.17,floor,spray_bottle,20,0.00466437730492,-0.00451714775655,-0.000211890964917,0.0204843555536,0.0204843555536,-0.990752697519,0.000265486510692,-0.000751498534287,7.10231425147,1.76580694035e-06,1.55686145285e-06,9.7433034177e-06
0.18,floor,spray_bottle,20,0.00564614734921,-0.00454270616712,-0.000201929571057,0.0202064543574,0.0202064543575,-0.991029238411,0.0205185398561,0.00528995423611,7.10152177699,4.98786446353e-06,1.86985782553e-06,-6.32544249031e-05
0.19,floor,spray_bottle,20,0.00564588552201,-0.00454286802145,-0.000186618166539,0.0199437117036,0.0199437117036,-0.991285551068,0.0150331649934,0.00368392423226,7.10244563065,3.35769908945e-06,7.39685264378e-07,-4.52388350359e-05
0.2,floor,spray_bottle,20,0.0052363876497,-0.0044908863571,-0.000170391054243,0.0196977802877,0.0196977802877,-0.991521017611,-0.0553820413002,-0.0310531893181,7.09713075389,1.15539425028e-06,3.23364427851e-06,0.000421264511285
0.21,floor,spray_bottle,20,0.00503415207993,-0.0047672499914,-0.000162685483918,0.0194909176693,0.0194909176693,-0.991715803442,0.0175016711487,-0.0139433938962,7.09666414649,1.03286551742e-06,2.58951463918e-06,0.000160895838135
0.22,floor,spray_bottle,20,0.004763415981,-0.0047683509817,-0.000160404203409,0.0192926008635,0.0192926008636,-0.991899774508,-0.151508454162,-0.00929197458422,7.08960048928,-1.63813563502e-05,1.70861511031e-05,0.000156037071781
