time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
0.01,floor,heinz,20,-0.00516770839403,-0.00213750969347,-0.000395532223056,3.16050587734e-05,3.16050587643e-05,-0.999999980022,0.138102358841,0.079626334318,9.07342200566,0.000169475731796,-0.000164645392881,-0.000348193947185
0.02,floor,heinz,20,-0.00552231135985,-0.00269387213975,-0.000377392333242,3.75182402805e-05,3.75182402851e-05,-0.999999971848,0.0944320207529,-0.0522148169048,9.17182732453,0.000244717857808,-0.000239445693069,-0.00082103536534
0.03,floor,heinz,20,-0.00616156007733,-0.00104013038919,-0.000345970397433,2.84952792528e-05,2.84952792522e-05,-0.99999998376,0.0489394472309,0.00167418343504,9.31082834434,0.000206593509043,-0.000181486943532,0.000151089007503
0.04,floor,heinz,20,-0.00599929164211,-0.0035563045318,-0.000334043072693,2.69744466531e-05,2.69744466532e-05,-0.999999985448,0.0419864514397,0.0313294065476,9.34791119495,0.000173139320837,-0.000154689464152,-0.000136743677799
0.05,floor,heinz,20,-0.00191569982356,-0.00210173388441,-0.000315175756347,2.56415230959e-05,2.56415230926e-05,-0.99999998685,-0.118928534333,-0.196205549446,9.64705451217,1.3377756139e-05,-1.67171563195e-05,0.000489098553921
0.06,floor,heinz,20,-0.00616134114501,-0.000134426903029,-0.000280924266648,2.43775418002e-05,2.43775418044e-05,-0.999999988115,-0.108772329561,-0.180308089606,9.34764112099,4.34560739799e-05,-1.696120475e-05,0.000633372620141
0.07,floor,heinz,20,-0.00436614643958,-0.00124881418303,-0.000265694666648,2.34349036375e-05,2.34349036289e-05,-0.999999989016,-0.111537127279,0.278236660914,9.43621721345,5.68117538954e-05,-1.08135685531e-05,0.000823142613312
0.08,floor,heinz,20,-0.00398876662432,-0.00139589930866,-0.000251907093777,2.24779244349e-05,2.2477924429e-05,-0.999999989895,-0.259059417514,-0.29351384369,9.4955343658,1.61333753478e-06,-1.01950441691e-07,0.00126761015182
0.09,floor,heinz,20,-0.00415013526182,-0.000935053583713,-0.000236773979032,2.7092923241e-05,2.70929232515e-05,-0.999999985319,-0.249437930962,0.135749616068,9.56806115584,1.99554596621e-07,-3.17542510386e-06,0.0012293615917
0.1,floor,heinz,20,-0.00539888823466,-0.00390672859085,-0.000218994524852,2.11717059286e-05,2.11717059235e-05,-0.999999991035,0.0769922393539,-0.0166832549326,9.34586594623,3.82205691714e-05,-2.20827297549e-05,-0.000370542503717
0.11,floor,heinz,20,-0.00374195737293,-0.00379693797547,-0.00020579051302,2.05304720016e-05,2.05304720022e-05,-0.99999999157,0.108931387982,0.0177609193169,9.35182243204,2.78698218547e-05,-1.35798539433e-05,-0.000465269390363
0.12,floor,heinz,20,-0.00461748819814,-0.00230863034639,-0.000189836635027,5.00396952041e-05,5.0039695205e-05,-0.999999949921,-0.0208217578623,-0.0982281942504,9.45269145426,4.31312433755e-07,-8.65868622107e-07,2.55399442447e-05
0.13,floor,heinz,20,-0.00280076784013,-0.00561410956613,-0.000186924810743,2.46913021266e-05,2.46913021214e-05,-0.999999987807,-0.264365029302,0.136841945636,9.5769897444,-6.32734128161e-07,-4.1395873733e-06,0.00119360317658
0.14,floor,heinz,20,-0.00495921535817,-0.00633665741767,-0.00017062916856,2.44659087787e-05,2.44659087874e-05,-0.999999988028,0.0738604548989,-0.0568764660448,9.12262190441,4.36760300267e-07,1.59617402851e-07,-0.000450768331597
0.15,floor,heinz,20,-0.00495917334123,-0.00633664579031,-0.000158588695685,2.42536784729e-05,2.42536784567e-05,-0.999999988235,-1.78770393084e-05,-0.0287518593234,9.35319660431,5.83460626064e-08,-1.25900898823e-06,-3.27707008589e-05
0.16,floor,heinz,20,-0.0048732677077,-0.00364995228594,-0.000141228191494,2.39402913276e-05,2.39402913186e-05,-0.999999988537,-0.029370284365,-0.011764935455,9.35628857403,-5.1382320175e-07,-1.78646250464e-06,0.000131097357684
0.17,floor,heinz,20,-0.00101418190952,-0.0020965810315,-0.000142328529479,-3.95924501695e-16,2.00763641241e-16,-1.0,-0.348853736575,0.126248224892,9.31771117101,5.21888501102e-07,-1.1835220848e-05,0.00156116161332
0.18,floor,heinz,20,-0.00379958688636,-0.00626731223944,-0.000143478531247,-1.24187555008e-16,1.79446273071e-16,-1.0,0.0733956424283,-0.074635689791,9.35395580741,8.64621447892e-06,-7.90612457309e-06,-0.00046526673555
0.19,floor,heinz,20,-0.00379950154284,-0.006267242134,-0.000134183813566,-4.89019957031e-16,-4.23413437167e-16,-1.0,-0.00127481344206,-0.00575593432363,9.35962799943,5.18790527752e-06,-9.08158427231e-06,5.27029456028e-07
0.2,floor,heinz,20,-0.00521394462359,-0.00362205110198,-0.00014485113707,2.61054564727e-16,-4.36673300193e-16,-1.0,0.203466809184,-0.149953363449,9.32078770383,-1.69434258734e-05,-1.94096851476e-05,-0.00125083825334
0.21,floor,heinz,20,-0.00473590654891,-0.0049010580071,-0.000133466609167,1.416836979e-16,1.91883451646e-16,-1.0,0.108291848273,-0.00913077600383,9.34710394065,-1.55810753754e-05,-1.62166456129e-05,-0.000547153260694
0.22,floor,heinz,20,-0.00127455615837,-0.00618513572916,-0.000117757429372,-1.42422470384e-18,-1.33847673583e-16,-1.0,-0.0260890410721,0.0182446643014,9.4217681208,-3.48208919906e-05,-2.49454996175e-05,0.000157206547447
